
5.000	13096
5.020	13090
5.040	12297
5.060	12090
5.080	11665
5.100	11141
5.120	10986
5.140	10799
5.160	10863
5.180	10885
5.200	10832
5.220	10821
5.240	10849
5.260	10869
5.280	10892
5.300	10911
5.320	10734
5.340	10719
5.360	10909
5.380	11060
5.400	10952
5.420	10760
5.440	10836
5.460	10631
5.480	10722
5.500	10936
5.520	10943
5.540	10955
5.560	10687
5.580	10931
5.600	11071
5.620	10906
5.640	10933
5.660	10983
5.680	10826
5.700	10795
5.720	10748
5.740	10941
5.760	10753
5.780	10999
5.800	10982
5.820	10994
5.840	11074
5.860	11029
5.880	10980
5.900	11230
5.920	10896
5.940	11005
5.960	11165
5.980	11152
6.000	10826
6.020	10962
6.040	11118
6.060	11129
6.080	11133
6.100	11243
6.120	11071
6.140	11103
6.160	11196
6.180	11162
6.200	11100
6.220	11169
6.240	11375
6.260	11287
6.280	11278
6.300	11088
6.320	11120
6.340	11087
6.360	11406
6.380	11204
6.400	11257
6.420	11144
6.440	11413
6.460	11064
6.480	11329
6.500	11217
6.520	11306
6.540	11511
6.560	11232
6.580	11414
6.600	11280
6.620	11264
6.640	11361
6.660	11439
6.680	11395
6.700	11595
6.720	11314
6.740	11419
6.760	11520
6.780	11396
6.800	11342
6.820	11494
6.840	11457
6.860	11624
6.880	11398
6.900	11528
6.920	11567
6.940	11635
6.960	11613
6.980	11399
7.000	11741
7.020	11549
7.040	11619
7.060	11594
7.080	11662
7.100	11630
7.120	11616
7.140	11710
7.160	11889
7.180	11903
7.200	11626
7.220	12150
7.240	12050
7.260	11871
7.280	12158
7.300	11960
7.320	12156
7.340	12299
7.360	12182
7.380	12320
7.400	12456
7.420	12628
7.440	12401
7.460	12501
7.480	12570
7.500	12784
7.520	12900
7.540	12828
7.560	13025
7.580	13182
7.600	13306
7.620	13296
7.640	13666
7.660	13798
7.680	14165
7.700	14462
7.720	14772
7.740	15044
7.760	15591
7.780	16162
7.800	16872
7.820	17271
7.840	18113
7.860	18779
7.880	19901
7.900	20862
7.920	22257
7.940	23309
7.960	25311
7.980	26652
8.000	28978
8.020	31105
8.040	33869
8.060	37231
8.080	40532
8.100	44562
8.120	48725
8.141	54040
8.161	59385
8.181	63653
8.201	69075
8.221	72583
8.241	75085
8.261	75424
8.281	73762
8.301	69730
8.321	62959
8.341	56022
8.361	49259
8.381	42647
8.401	37140
8.421	33183
8.441	29459
8.461	26766
8.481	24177
8.501	22673
8.521	21427
8.541	19744
8.561	18896
8.581	18355
8.601	17572
8.621	16752
8.641	16488
8.661	16114
8.681	15951
8.701	15518
8.721	15061
8.741	15001
8.761	14635
8.781	14404
8.801	14434
8.821	14265
8.841	13997
8.861	14109
8.881	13727
8.901	13628
8.921	13633
8.941	13526
8.961	13548
8.981	13523
9.001	13479
9.021	13361
9.041	13422
9.061	13288
9.081	13188
9.101	13044
9.121	12857
9.141	13051
9.161	12856
9.181	12762
9.201	12910
9.221	12807
9.241	12836
9.261	12922
9.281	12746
9.301	12716
9.321	12694
9.341	12734
9.361	12553
9.381	12678
9.401	12567
9.421	12494
9.441	12668
9.461	12576
9.481	12267
9.501	12472
9.521	12473
9.541	12444
9.561	12477
9.581	12441
9.601	12289
9.621	12398
9.641	12212
9.661	12338
9.681	12298
9.701	12295
9.721	12244
9.741	12173
9.761	12194
9.781	12349
9.801	11893
9.821	12195
9.841	12075
9.861	12051
9.881	11973
9.901	12207
9.921	12148
9.941	12177
9.961	12098
9.981	12078
10.001	11899
10.021	11993
10.041	11927
10.061	12092
10.081	12127
10.101	11901
10.121	12029
10.141	11972
10.161	12088
10.181	11947
10.201	11832
10.221	12339
10.241	11976
10.261	11947
10.281	12033
10.301	12063
10.321	11877
10.341	11801
10.361	11862
10.381	11973
10.401	11965
10.421	11855
10.441	12009
10.461	11849
10.481	11957
10.501	11903
10.521	11848
10.541	11873
10.561	11964
10.581	11765
10.601	11776
10.621	11760
10.641	11900
10.661	11842
10.681	12052
10.701	11867
10.721	11835
10.741	12013
10.761	11677
10.781	12021
10.801	11954
10.821	11796
10.841	11767
10.861	11909
10.881	11665
10.901	11860
10.921	11873
10.941	11795
10.961	11717
10.981	11902
11.001	11835
11.021	11864
11.041	11833
11.061	11899
11.081	11784
11.101	11697
11.121	11882
11.141	11569
11.161	11840
11.181	11854
11.201	11952
11.221	11987
11.241	12056
11.261	11794
11.281	11982
11.301	11869
11.321	12073
11.341	11978
11.361	11886
11.381	11924
11.401	11814
11.421	12047
11.441	11831
11.461	12032
11.481	12047
11.501	11876
11.521	11775
11.541	11593
11.561	11752
11.581	11859
11.601	11751
11.621	11580
11.641	11835
11.661	12080
11.681	11877
11.701	11965
11.721	11929
11.741	11770
11.761	11862
11.781	11823
11.801	11935
11.821	11836
11.841	11869
11.861	11922
11.881	11782
11.901	11752
11.921	11778
11.941	11855
11.961	11577
11.981	11797
12.001	11817
12.021	11721
12.041	11689
12.061	11836
12.081	11953
12.101	11679
12.121	11803
12.141	11759
12.161	11541
12.181	11873
12.201	11915
12.221	11751
12.241	11721
12.261	11623
12.281	11912
12.301	11818
12.321	11605
12.341	11864
12.361	11739
12.381	11754
12.401	11741
12.421	11978
12.441	11699
12.461	11728
12.481	11964
12.501	11822
12.521	11647
12.541	11869
12.561	11840
12.581	11774
12.601	11736
12.621	12044
12.641	11732
12.661	11761
12.681	11673
12.701	11833
12.721	12002
12.741	11704
12.761	11736
12.781	11689
12.801	11848
12.821	11805
12.841	11785
12.861	11674
12.881	11930
12.901	11883
12.921	11963
12.941	11763
12.961	12008
12.981	11704
13.001	11812
13.021	11859
13.041	11665
13.061	11736
13.081	11816
13.101	11808
13.121	11818
13.141	11765
13.161	11643
13.181	11660
13.201	11695
13.221	11852
13.241	11667
13.261	11745
13.281	11839
13.301	11859
13.321	11674
13.341	11819
13.361	11748
13.381	11718
13.401	11836
13.421	11807
13.441	11797
13.461	11848
13.481	11712
13.501	11791
13.521	11772
13.541	12012
13.561	11911
13.581	11837
13.601	11999
13.621	11941
13.641	11750
13.661	11766
13.681	11993
13.701	11989
13.721	11893
13.741	11805
13.761	11736
13.781	11833
13.801	11761
13.821	11843
13.841	11948
13.861	11763
13.881	11781
13.901	11894
13.921	12048
13.941	11901
13.961	11839
13.981	11873
14.001	11853
14.021	11597
14.041	11631
14.061	11825
14.081	11777
14.101	11849
14.121	11823
14.141	11705
14.161	11960
14.181	11727
14.201	11755
14.221	11884
14.241	11619
14.261	11893
14.281	11625
14.301	11832
14.321	11663
14.341	11766
14.361	11663
14.382	11785
14.402	11873
